#The solar chemical composition K.Lodders 2019 (Table. 8):
C   8.47
H   12.00          
He  10.924
N   7.85
O   8.73
P   5.43
S   7.15
Si  7.51
Ti  4.90
V   3.95
Cl  5.23
K   5.07
Na  6.27
Mg  7.52
F   4.61
Ca  6.27
Fe  7.45
e-  0
