#The solar chemical composition K.Lodders 2019 (Table. 8):
C	10.4300
H   12.00          
He	10.9300
N	9.8300
O	10.6900
P	7.4300
S	9.1200
Si	9.5100
Ti	6.9000
V	5.9500
Cl	7.2300
K	7.0700
Na	8.2700
Mg	9.5200
F	6.6100
Ca	8.2700
Fe	9.4500
e-  0
